id_jadwal,nama_kereta,nomor_kereta,stasiun_asal,stasiun_tujuan,tanggal_berangkat,jam_berangkat,jam_tiba,kelas,harga_tiket,status
JKA00281,Bengawan,KA912,Pasar Senen,Jember,2025-06-22,13:35:00,03:10:00,Eksekutif,250104,Tepat Waktu
JKA00843,Bengawan,KA995,Madiun,Jember,2025-03-01,21:05:00,01:35:00,Bisnis,48695,Terlambat
JKA02397,Bengawan,KA224,Solo Balapan,Jember,2025-07-15,00:35:00,22:50:00,Bisnis,46325,Waiting
JKA00553,Bengawan,KA820,Pasar Senen,Jember,2024-07-18,21:15:00,06:55:00,Ekonomi,747486,Tepat Waktu
JKA00878,Bengawan,KA633,Jakarta Kota,Jember,2024-04-26,18:15:00,17:05:00,Ekonomi,745186,Waiting
JKA01595,Bengawan,KA712,Gambir,Jember,2024-09-25,10:45:00,04:20:00,Eksekutif,750240,Waiting
JKA02665,Bengawan,KA932,Pasar Senen,Jember,2024-06-14,05:45:00,23:10:00,Eksekutif,202304,Dibatalkan
JKA02475,Bengawan,KA582,Yogyakarta,Jember,2024-06-27,12:30:00,10:15:00,Eksekutif,752347,Tepat Waktu
JKA00705,Bengawan,KA985,Malang,Jember,2025-08-10,12:05:00,06:35:00,Bisnis,499861,Waiting
JKA01940,Bengawan,KA384,Kediri,Jember,2024-10-17,10:05:00,23:20:00,Eksekutif,196445,Tepat Waktu
JKA01761,Bengawan,KA832,Solo Balapan,Jember,2024-02-20,06:55:00,09:05:00,Bisnis,71480,Tepat Waktu
JKA00453,Bima,KA255,Jakarta Kota,Jember,2025-07-28,02:55:00,04:55:00,Eksekutif,746322,Dibatalkan
JKA02379,Bima,UNKNOWN,Jakarta Kota,Jember,2024-10-13,11:45:00,08:20:00,Ekonomi,77254,Dibatalkan
JKA02072,Bima,KA394,Kediri,Jember,2025-05-06,18:40:00,21:10:00,Bisnis,746246,Terlambat
JKA00015,Bima,KA417,Cirebon,Jember,2024-05-31,04:00:00,11:00:00,Bisnis,146684,Waiting
JKA00090,Bima,KA62,Gambir,Jember,2025-04-18,23:00:00,08:00:00,Ekonomi,70742,Waiting
JKA02276,Bima,KA103,Gambir,Jember,2025-07-12,17:30:00,19:15:00,Eksekutif,499905,Terlambat
JKA01334,Bima,KA352,Yogyakarta,Jember,2025-04-16,10:30:00,19:30:00,Eksekutif,749846,Terlambat
JKA02309,Bima,KA371,Bandung,Jember,2024-01-19,20:40:00,11:45:00,Eksekutif,748043,Terlambat
JKA00819,Bima,KA206,Jakarta Kota,Jember,2024-08-15,22:05:00,21:50:00,Bisnis,203751,Tepat Waktu
JKA00075,Bima,KA427,Bandung,Jember,2024-06-21,05:50:00,18:00:00,Eksekutif,54449,Terlambat
JKA00125,Bima,KA270,Semarang Tawang,Jember,2025-06-13,05:25:00,23:20:00,Eksekutif,50488,Tepat Waktu
JKA01608,Brantas,KA322,Solo Balapan,Jember,2025-08-19,01:45:00,13:55:00,Eksekutif,201673,Dibatalkan
JKA00883,Brantas,KA303,Jakarta Kota,Jember,2024-09-02,15:10:00,00:10:00,Eksekutif,,Terlambat
JKA01996,Brantas,KA19,Semarang Tawang,Jember,2024-02-09,10:40:00,18:35:00,Bisnis,147772,Terlambat
JKA02422,Brantas,KA500,Madiun,Jember,2024-06-11,12:55:00,14:20:00,Bisnis,45117,Tepat Waktu
JKA00089,Brantas,KA120,Bandung,Jember,2025-04-02,02:45:00,01:40:00,Ekonomi,497455,Tepat Waktu
JKA01758,Gajayana,KA281,Malang,Jember,2024-02-16,17:30:00,14:55:00,Eksekutif,79132,Tepat Waktu
JKA02512,Gaya Baru Malam,KA733,Bandung,Jember,2024-03-29,12:45:00,08:05:00,Eksekutif,753160,Terlambat
JKA02629,Gajayana,KA845,Pasar Senen,Jember,2025-04-08,17:25:00,02:25:00,Ekonomi,295182,Terlambat
JKA02603,Gajayana,KA781,Solo Balapan,Jember,2024-03-19,00:45:00,09:50:00,Ekonomi,403378,Tepat Waktu
JKA01990,Gajayana,KA986,Yogyakarta,Jember,2025-02-25,04:35:00,04:15:00,Eksekutif,195545,Tepat Waktu
JKA01907,Gajayana,KA973,Malang,Jember,2024-04-16,11:30:00,16:40:00,Bisnis,196122,Waiting
JKA00104,Gajayana,KA398,Malang,Jember,2025-07-22,03:00:00,11:40:00,Ekonomi,750315,Tepat Waktu
JKA02156,Gajayana,KA379,Pasar Senen,Jember,2024-07-12,11:25:00,13:15:00,Eksekutif,504889,Waiting
JKA02193,Gajayana,KA442,Malang,Jember,2024-11-25,11:15:00,23:25:00,Bisnis,753952,Waiting
JKA02871,Gaya Baru Malam,KA630,Gambir,Jember,2024-05-10,12:05:00,07:20:00,Ekonomi,201385,Dibatalkan
JKA00581,Gaya Baru Malam,KA421,Malang,Jember,2025-01-03,04:20:00,12:20:00,Ekonomi,52073,Tepat Waktu
JKA01912,Gaya Baru Malam,KA848,Purwokerto,Jember,2024-12-02,01:40:00,05:35:00,Ekonomi,304374,Terlambat
JKA00858,Gaya Baru Malam,KA842,Pasar Senen,Jember,2024-04-23,18:30:00,17:55:00,Ekonomi,397919,Waiting
JKA00392,Gaya Baru Malam,KA590,Solo Balapan,Jember,2024-08-22,20:05:00,13:25:00,Bisnis,71256,Terlambat
JKA01603,Gaya Baru Malam,KA342,Semarang Tawang,Jember,2024-07-04,16:40:00,18:50:00,Eksekutif,750869,Waiting
JKA00244,Harina,KA241,Cirebon,Jember,2025-02-17,09:00:00,17:00:00,Bisnis,500885,Tepat Waktu
JKA02116,Harina,KA125,Cirebon,Jember,2024-12-10,19:20:00,07:00:00,Bisnis,103528,Dibatalkan
JKA01447,Harina,KA271,Solo Balapan,Jember,2024-01-03,11:25:00,23:10:00,Bisnis,401952,Terlambat
JKA00165,Harina,KA953,Surabaya Pasarturi,Jember,2025-06-18,22:05:00,05:35:00,Eksekutif,296752,Tepat Waktu
JKA01410,Harina,KA591,Jakarta Kota,Jember,2025-01-16,05:05:00,15:45:00,Eksekutif,151719,Dibatalkan
JKA00769,Harina,KA667,Jakarta Kota,Jember,2024-08-03,22:05:00,19:45:00,Eksekutif,,Waiting
JKA01841,Harina,KA986,Pasar Senen,Jember,2025-07-04,10:25:00,10:45:00,Eksekutif,196142,Terlambat
JKA02547,Jayabaya,KA446,Purwokerto,Jember,2025-07-02,15:15:00,15:05:00,Eksekutif,150712,Dibatalkan
JKA02069,Jayabaya,KA499,Surabaya Gubeng,Jember,2024-07-15,16:20:00,09:15:00,Ekonomi,297783,Waiting
JKA02653,Jayabaya,KA966,Solo Balapan,Jember,2024-08-18,01:10:00,03:00:00,Ekonomi,204348,Waiting
JKA01369,Joglosemarkerto,KA276,Purwokerto,Jember,2025-06-10,17:20:00,12:50:00,Bisnis,252976,Tepat Waktu
JKA02392,Joglosemarkerto,KA272,Cirebon,Jember,2024-02-29,03:00:00,07:40:00,Bisnis,199446,Waiting
JKA02146,Joglosemarkerto,KA734,Jakarta Kota,Jember,2024-03-11,21:10:00,23:00:00,Bisnis,50001,Waiting
JKA02817,Joglosemarkerto,KA841,Bandung,Jember,2025-08-10,18:10:00,21:55:00,Eksekutif,195600,Waiting
JKA02436,Joglosemarkerto,KA563,Pasar Senen,Jember,2025-03-24,16:30:00,06:20:00,Ekonomi,154538,Waiting
JKA01505,Joglosemarkerto,KA952,Surabaya Gubeng,Jember,2024-04-13,14:45:00,08:30:00,Ekonomi,395365,Tepat Waktu
JKA01497,Joglosemarkerto,KA132,Cirebon,Jember,2025-05-23,15:30:00,23:35:00,Eksekutif,73567,Tepat Waktu
JKA02137,Joglosemarkerto,KA444,Madiun,Jember,2024-11-16,20:15:00,16:50:00,Ekonomi,754878,Tepat Waktu
JKA00710,Joglosemarkerto,KA748,Cirebon,Jember,2024-10-01,13:45:00,17:00:00,Bisnis,50421,Waiting
JKA00049,Joglosemarkerto,KA932,Malang,Jember,2024-08-14,23:50:00,14:50:00,Eksekutif,401580,Waiting
JKA02502,Kaligung,KA468,Purwokerto,Jember,2024-09-19,10:35:00,08:10:00,Eksekutif,150531,Waiting
JKA00101,Kahuripan,UNKNOWN,Pasar Senen,Jember,2024-02-13,06:55:00,08:00:00,Bisnis,203897,Waiting
JKA02157,Kahuripan,KA422,Bandung,Jember,2024-05-05,19:45:00,05:40:00,Eksekutif,498852,Tepat Waktu
JKA01515,Kahuripan,KA933,Cirebon,Jember,2025-06-27,08:10:00,17:45:00,Bisnis,152002,Terlambat
JKA02692,Kahuripan,KA761,Madiun,Jember,2024-04-15,18:55:00,00:15:00,Ekonomi,97644,Dibatalkan
JKA00005,Kahuripan,KA258,Yogyakarta,Jember,2025-05-20,01:05:00,20:10:00,Ekonomi,76304,Waiting
JKA00742,Kahuripan,KA823,Jakarta Kota,Jember,2024-12-29,13:55:00,19:20:00,Eksekutif,146974,Waiting
JKA00107,Kahuripan,KA675,Kediri,Jember,2024-01-28,22:15:00,09:55:00,Eksekutif,303180,Dibatalkan
JKA02331,Kahuripan,KA465,Cirebon,Jember,2024-09-11,18:40:00,16:20:00,Ekonomi,503146,Waiting
JKA01962,Kahuripan,KA97,Solo Balapan,Jember,2024-03-03,14:45:00,09:35:00,Ekonomi,196541,Waiting
JKA00050,Kahuripan,KA348,Cirebon,Jember,2024-10-28,16:45:00,03:55:00,Eksekutif,498522,Tepat Waktu
JKA01782,Kahuripan,KA248,Purwokerto,Jember,2024-07-03,21:20:00,21:40:00,Bisnis,496102,Waiting
JKA02191,Kaligung,KA53,Surabaya Gubeng,Jember,2024-07-25,13:35:00,22:55:00,Bisnis,504749,Waiting
JKA02971,Kaligung,KA921,Jakarta Kota,Jember,2024-12-08,22:45:00,03:05:00,Eksekutif,498402,Tepat Waktu
JKA00237,Kaligung,KA320,Jakarta Kota,Jember,2024-04-28,09:00:00,10:35:00,Eksekutif,,Waiting
JKA01784,Kaligung,KA47,Kediri,Jember,2025-05-21,20:35:00,15:30:00,Eksekutif,204374,Terlambat
JKA00873,Kaligung,KA491,Kediri,Jember,2024-02-21,16:45:00,11:30:00,Bisnis,199574,Waiting
JKA02522,Kaligung,KA996,Madiun,Jember,2024-04-26,19:10:00,05:15:00,Ekonomi,96586,Waiting
JKA01847,Kertajaya,KA29,Purwokerto,Jember,2024-03-21,08:20:00,17:40:00,Eksekutif,402466,Waiting
JKA01853,Kertajaya,KA91,Madiun,Jember,2025-04-23,22:35:00,21:30:00,Bisnis,303447,Terlambat
JKA02096,Kertajaya,KA14,Purwokerto,Jember,2024-01-25,15:45:00,13:25:00,Eksekutif,45810,Waiting
JKA02659,Kertajaya,KA869,Surabaya Gubeng,Jember,2024-12-29,22:25:00,11:00:00,Eksekutif,496506,Tepat Waktu
JKA00810,Kertajaya,UNKNOWN,Kediri,Jember,2025-01-26,13:15:00,04:05:00,Ekonomi,,Waiting
JKA01187,Kertajaya,KA74,Purwokerto,Jember,2024-09-17,20:55:00,02:50:00,Ekonomi,48342,Tepat Waktu
JKA03000,Kertajaya,KA644,Pasar Senen,Jember,2025-03-21,10:50:00,01:05:00,Bisnis,197488,Waiting
JKA01620,Kertajaya,KA410,Pasar Senen,Jember,2025-07-02,10:50:00,00:55:00,Bisnis,746481,Waiting
JKA00918,Kertajaya,KA563,Bandung,Jember,2024-07-21,10:15:00,14:30:00,UNKNOWN,99698,Waiting
JKA02333,Kertajaya,KA952,Pasar Senen,Jember,2025-08-02,05:20:00,09:30:00,Eksekutif,103682,Waiting
JKA01160,Kertajaya,KA343,Gambir,Jember,2025-07-21,15:20:00,11:45:00,Bisnis,198922,Waiting
JKA00776,Lodaya,KA441,Malang,Jember,2024-11-27,12:45:00,19:35:00,Ekonomi,745246,Terlambat
JKA01226,Lodaya,KA408,Malang,Jember,2024-12-15,23:40:00,06:00:00,Ekonomi,397322,Terlambat
JKA02028,Lodaya,KA816,Gambir,Jember,2024-06-04,08:05:00,00:45:00,Ekonomi,400693,Waiting
JKA02558,Lodaya,KA77,Cirebon,Jember,2024-06-26,22:15:00,15:40:00,Eksekutif,150979,Terlambat
JKA01071,Lodaya,KA232,Surabaya Pasarturi,Jember,2025-01-01,05:10:00,13:05:00,Eksekutif,748921,Waiting
JKA02445,Lodaya,KA852,Surabaya Gubeng,Jember,2024-08-04,18:00:00,07:40:00,Eksekutif,50349,Waiting
JKA02549,Lodaya,KA500,Gambir,Jember,2024-04-11,20:20:00,10:55:00,Ekonomi,153457,Terlambat
JKA00556,Malabar,KA902,Bandung,Jember,2024-11-14,20:45:00,07:50:00,Ekonomi,78867,Tepat Waktu
JKA00941,Malabar,KA608,Jakarta Kota,Jember,2025-02-12,12:05:00,22:00:00,Eksekutif,,Terlambat
JKA01443,Malabar,KA455,Purwokerto,Jember,2024-07-17,15:45:00,13:15:00,Ekonomi,253491,Tepat Waktu
JKA02747,Matarmaja,KA600,Gambir,Jember,2024-07-03,06:55:00,23:50:00,Bisnis,96251,Terlambat
JKA01919,Matarmaja,KA869,Gambir,Jember,2025-01-19,10:05:00,16:30:00,Ekonomi,752577,Tepat Waktu
JKA01085,Matarmaja,KA953,Gambir,Jember,2025-01-14,08:45:00,03:15:00,UNKNOWN,751055,Terlambat
JKA00432,Matarmaja,KA608,Yogyakarta,Jember,2024-05-01,20:20:00,10:15:00,Eksekutif,,Waiting
JKA02462,Matarmaja,KA83,Malang,Jember,2024-07-30,06:05:00,05:45:00,Eksekutif,754984,Dibatalkan
JKA01534,Matarmaja,KA513,Kediri,Jember,2025-05-26,02:20:00,15:40:00,Bisnis,74107,Terlambat
JKA01794,Matarmaja,KA847,Bandung,Jember,2024-06-08,19:05:00,13:25:00,Eksekutif,,Terlambat
JKA02039,Matarmaja,KA763,Surabaya Pasarturi,Jember,2024-06-09,20:15:00,09:40:00,Eksekutif,403642,Dibatalkan
JKA01982,Matarmaja,KA115,Pasar Senen,Jember,2025-01-03,23:30:00,08:40:00,Ekonomi,101567,Tepat Waktu
JKA02983,Mutiara Selatan,KA168,Bandung,Jember,2025-06-07,21:50:00,21:45:00,Eksekutif,146380,Waiting
JKA02973,Mutiara Selatan,KA59,Cirebon,Jember,2025-07-15,02:00:00,08:40:00,Eksekutif,199029,Tepat Waktu
JKA02220,Mutiara Selatan,KA507,Kediri,Jember,2025-08-09,12:10:00,15:35:00,Bisnis,104989,Tepat Waktu
JKA02461,Mutiara Selatan,KA554,Kediri,Jember,2024-07-07,00:55:00,05:25:00,Eksekutif,49347,Tepat Waktu
JKA01379,Mutiara Selatan,KA405,Cirebon,Jember,2025-07-06,14:20:00,08:25:00,Ekonomi,303324,Tepat Waktu
JKA02814,Mutiara Selatan,KA546,Bandung,Jember,2024-12-22,19:45:00,16:15:00,Eksekutif,297312,Waiting
JKA00497,Mutiara Selatan,KA216,Surabaya Pasarturi,Jember,2024-11-26,18:50:00,04:20:00,Eksekutif,751082,Tepat Waktu
JKA00439,Mutiara Selatan,KA48,Bandung,Jember,2024-10-11,18:50:00,21:30:00,Eksekutif,248246,Tepat Waktu
JKA02125,Mutiara Selatan,KA148,Yogyakarta,Jember,2025-02-04,18:45:00,05:20:00,Bisnis,98793,Terlambat
JKA02753,Mutiara Selatan,KA962,Semarang Tawang,Jember,2024-10-01,16:55:00,15:05:00,Eksekutif,51293,Tepat Waktu
JKA01697,Mutiara Selatan,KA911,Solo Balapan,Jember,2024-09-07,06:10:00,06:30:00,Bisnis,100937,Waiting
JKA02323,Mutiara Selatan,KA381,Purwokerto,Jember,2025-06-04,15:35:00,15:50:00,Eksekutif,253677,Terlambat
JKA01588,Pasundan,KA229,Malang,Jember,2024-09-24,01:00:00,09:05:00,Eksekutif,197235,Tepat Waktu
JKA01929,Pasundan,KA625,Malang,Jember,2025-03-10,18:05:00,03:40:00,Ekonomi,745625,Dibatalkan
JKA02213,Pasundan,KA405,Kediri,Jember,2024-07-06,23:50:00,15:15:00,Eksekutif,48459,Tepat Waktu
JKA02877,Pasundan,KA475,Malang,Jember,2025-01-11,08:25:00,08:55:00,Ekonomi,200012,Waiting
JKA02652,Pasundan,KA503,Solo Balapan,Jember,2024-08-29,01:25:00,16:15:00,Ekonomi,47986,Waiting
JKA02869,Progo,KA664,Cirebon,Jember,2024-08-15,17:35:00,19:45:00,Ekonomi,503674,Waiting
JKA01136,Progo,KA534,Bandung,Jember,2024-04-26,22:45:00,20:00:00,Ekonomi,403615,Waiting
JKA00657,Sancaka,KA826,Bandung,Jember,2025-07-01,16:05:00,21:45:00,Eksekutif,75836,Tepat Waktu
JKA02733,Sancaka,KA299,Solo Balapan,Jember,2024-07-04,07:20:00,16:45:00,Bisnis,197787,Waiting
JKA02840,Sancaka,KA442,Kediri,Jember,2024-01-05,13:20:00,17:00:00,Eksekutif,246758,Waiting
JKA00741,Sembrani,KA977,Surabaya Gubeng,Jember,2024-02-13,14:05:00,01:35:00,Ekonomi,70783,Terlambat
JKA00603,Sembrani,KA347,Pasar Senen,Jember,2024-02-27,15:05:00,04:10:00,Ekonomi,98850,Dibatalkan
JKA02063,Sembrani,KA934,Solo Balapan,Jember,2024-02-13,22:15:00,04:45:00,Eksekutif,503701,Waiting
JKA01433,Sembrani,KA781,Pasar Senen,Jember,2024-05-06,23:55:00,09:20:00,Eksekutif,,Waiting
JKA01231,Sembrani,KA45,Malang,Jember,2025-05-22,19:30:00,15:05:00,Eksekutif,198650,Waiting
JKA01664,Sembrani,KA816,Semarang Tawang,Jember,2025-04-17,21:35:00,01:55:00,Bisnis,747340,Tepat Waktu
JKA00672,Serayu,KA659,Purwokerto,Jember,2025-03-27,07:55:00,06:25:00,Eksekutif,195191,Dibatalkan
JKA02099,Taksaka,KA191,Kediri,Jember,2024-02-01,08:00:00,07:30:00,Eksekutif,99402,Terlambat
JKA00374,Turangga,KA999,Cirebon,Jember,2024-09-29,15:25:00,10:25:00,Ekonomi,150918,Tepat Waktu
JKA00017,Taksaka,KA447,Purwokerto,Jember,2025-02-13,00:05:00,05:45:00,Eksekutif,79774,Dibatalkan
JKA00066,Taksaka,KA999,Cirebon,Jember,2024-01-17,22:10:00,13:00:00,Bisnis,751825,Terlambat
JKA00211,Taksaka,KA104,Semarang Tawang,Jember,2025-03-01,22:00:00,16:00:00,Eksekutif,196276,Tepat Waktu
JKA01703,Taksaka,KA345,Bandung,Jember,2024-09-29,22:50:00,02:55:00,Eksekutif,296392,Dibatalkan
JKA02353,Taksaka,KA593,Semarang Tawang,Jember,2025-03-17,07:25:00,00:45:00,Ekonomi,148247,Dibatalkan
JKA02903,Taksaka,KA737,Kediri,Jember,2025-03-25,13:50:00,04:25:00,Ekonomi,399991,Dibatalkan
JKA02074,Taksaka,KA478,Malang,Jember,2024-01-29,10:50:00,23:10:00,Eksekutif,47078,Terlambat
JKA02626,Taksaka,KA687,Cirebon,Jember,2025-06-15,05:40:00,14:05:00,Bisnis,49958,Waiting
JKA02738,Taksaka,KA173,Gambir,Jember,2025-01-15,08:45:00,22:20:00,Ekonomi,77154,Terlambat
JKA00914,Tawang Jaya,KA108,Madiun,Jember,2025-03-10,07:35:00,03:55:00,Eksekutif,48319,Terlambat
JKA01350,Tawang Jaya,KA23,Solo Balapan,Jember,2025-01-25,03:20:00,00:15:00,Eksekutif,78460,Waiting
JKA00959,Tawang Jaya,KA467,Jakarta Kota,Jember,2025-05-08,00:55:00,20:25:00,Eksekutif,204355,Waiting
JKA02865,Tawang Jaya,KA658,Kediri,Jember,2024-06-12,13:35:00,05:00:00,Eksekutif,71257,Waiting
JKA00784,Tawang Jaya,KA587,Pasar Senen,Jember,2025-08-10,17:55:00,22:20:00,Eksekutif,104297,Terlambat
JKA02163,Tawang Jaya,KA996,Semarang Tawang,Jember,2024-03-17,07:00:00,03:10:00,Ekonomi,98145,Tepat Waktu
JKA02824,Tawang Jaya,KA274,Jakarta Kota,Jember,2024-03-23,10:40:00,11:40:00,Ekonomi,297277,Terlambat
JKA00944,Turangga,KA342,Cirebon,Jember,2025-03-16,03:25:00,05:25:00,Bisnis,499748,Terlambat
JKA00245,Turangga,KA448,Surabaya Gubeng,Jember,2025-01-28,13:10:00,21:10:00,Eksekutif,70257,Waiting
JKA02998,Turangga,KA600,Purwokerto,Jember,2025-03-31,23:15:00,09:35:00,Ekonomi,100596,Waiting
JKA00093,Turangga,KA308,Yogyakarta,Jember,2024-10-23,23:45:00,18:45:00,Bisnis,197347,Tepat Waktu
JKA01041,Turangga,KA513,Yogyakarta,Jember,2025-01-22,06:10:00,23:45:00,Ekonomi,299641,Terlambat
JKA01682,Turangga,KA604,Gambir,Jember,2024-08-12,08:50:00,04:50:00,Ekonomi,500781,Tepat Waktu
JKA00134,UNKNOWN,KA398,Pasar Senen,Kediri,2025-06-22,20:40:00,12:55:00,Eksekutif,502940,Waiting
JKA02586,UNKNOWN,KA291,Purwokerto,Kediri,2025-02-07,14:15:00,05:00:00,Eksekutif,147916,Tepat Waktu
JKA01749,UNKNOWN,KA246,Malang,Kediri,2024-08-26,05:30:00,11:45:00,Eksekutif,402081,Tepat Waktu
JKA02798,UNKNOWN,KA900,Cirebon,Kediri,2024-05-25,18:55:00,10:50:00,Eksekutif,199402,Waiting
JKA02936,UNKNOWN,KA513,Bandung,Kediri,2025-03-15,06:20:00,17:20:00,Eksekutif,403512,Tepat Waktu
JKA02120,UNKNOWN,KA193,Bandung,Kediri,2024-04-05,14:20:00,05:45:00,Bisnis,251064,Terlambat
JKA02444,Brantas,KA596,Purwokerto,Kediri,2025-07-17,00:50:00,15:15:00,Bisnis,302913,Dibatalkan
JKA00283,Brantas,KA876,Bandung,Kediri,2024-05-06,18:15:00,21:25:00,Eksekutif,99544,Terlambat
JKA01050,Kahuripan,KA854,Solo Balapan,Kediri,2024-09-09,23:45:00,02:15:00,Bisnis,199454,Tepat Waktu
JKA00917,Kaligung,KA482,Yogyakarta,Kediri,2025-04-24,22:15:00,03:30:00,Eksekutif,54052,Terlambat
JKA01601,Malabar,KA161,Yogyakarta,Kediri,2025-03-08,12:35:00,22:05:00,Bisnis,74865,Tepat Waktu
JKA00372,Progo,KA462,Bandung,Kediri,2025-03-03,20:20:00,05:10:00,Bisnis,98244,Tepat Waktu
JKA00328,Progo,KA493,Yogyakarta,Kediri,2025-03-07,09:20:00,05:55:00,Eksekutif,78970,Tepat Waktu
JKA00324,Sancaka,KA775,Pasar Senen,Kediri,2025-07-06,07:20:00,16:05:00,Eksekutif,249255,Tepat Waktu
JKA01337,Turangga,KA10,Madiun,Kediri,2025-07-14,09:00:00,23:25:00,Bisnis,72761,Dibatalkan
JKA01826,Argo Parahyangan,KA4,Cirebon,Kediri,2025-08-17,09:35:00,01:50:00,Ekonomi,78579,Tepat Waktu
JKA00912,Argo Bromo Anggrek,KA240,Surabaya Pasarturi,Kediri,2024-10-16,03:05:00,06:40:00,Ekonomi,102595,Tepat Waktu
JKA02540,Argo Bromo Anggrek,KA744,Bandung,Kediri,2025-03-07,03:55:00,17:55:00,Eksekutif,77230,Terlambat
JKA00438,Argo Bromo Anggrek,KA12,Solo Balapan,Kediri,2024-07-09,07:05:00,21:25:00,Bisnis,,Waiting
JKA00886,Argo Bromo Anggrek,KA503,Jember,Kediri,2024-10-11,08:25:00,03:55:00,Eksekutif,253808,Waiting
JKA02429,Argo Bromo Anggrek,KA205,Pasar Senen,Kediri,2025-06-14,15:45:00,02:25:00,Ekonomi,747631,Waiting
JKA00982,Argo Bromo Anggrek,KA558,Pasar Senen,Kediri,2025-07-13,05:05:00,21:15:00,Eksekutif,95653,Waiting
JKA01439,Argo Parahyangan,KA933,Semarang Tawang,Kediri,2024-01-08,23:45:00,00:40:00,Eksekutif,49812,Dibatalkan
JKA02399,Argo Parahyangan,KA582,Yogyakarta,Kediri,2024-12-19,13:25:00,02:10:00,Ekonomi,200735,Tepat Waktu
JKA02856,Argo Parahyangan,KA696,Madiun,Kediri,2024-04-20,04:30:00,01:35:00,Bisnis,404380,Dibatalkan
JKA01943,Argo Parahyangan,KA392,Madiun,Kediri,2024-08-02,23:45:00,12:10:00,Ekonomi,251024,Waiting
JKA02032,Argo Parahyangan,KA293,Surabaya Gubeng,Kediri,2025-04-24,14:30:00,03:40:00,Bisnis,197944,Terlambat
JKA01365,Argo Parahyangan,KA354,Yogyakarta,Kediri,2024-06-01,05:30:00,12:45:00,UNKNOWN,147048,Dibatalkan
JKA01318,Bengawan,UNKNOWN,Pasar Senen,Kediri,2025-07-15,22:45:00,02:20:00,Bisnis,204975,Dibatalkan
JKA02622,Bengawan,KA159,Bandung,Kediri,2025-04-07,16:35:00,06:25:00,Ekonomi,202247,Dibatalkan
JKA02169,Bengawan,KA784,Jember,Kediri,2025-06-08,10:40:00,11:40:00,Eksekutif,200254,Dibatalkan
JKA00683,Bengawan,KA529,Surabaya Pasarturi,Kediri,2024-02-18,12:20:00,17:40:00,Ekonomi,197907,Terlambat
JKA01644,Bengawan,KA453,Madiun,Kediri,2025-02-28,23:50:00,05:30:00,Ekonomi,,Tepat Waktu
JKA02288,Bengawan,KA973,Pasar Senen,Kediri,2024-04-01,06:15:00,15:45:00,Eksekutif,,Waiting
JKA01313,Bima,KA697,Cirebon,Kediri,2024-09-21,01:20:00,12:20:00,Ekonomi,152222,Waiting
JKA02092,Bima,UNKNOWN,Purwokerto,Kediri,2025-01-10,09:05:00,08:15:00,Eksekutif,47735,Tepat Waktu
JKA01340,Bima,KA167,Gambir,Kediri,2024-06-18,22:55:00,16:05:00,Eksekutif,74751,Tepat Waktu
JKA00703,Bima,KA960,Jember,Kediri,2024-04-04,23:50:00,12:00:00,Ekonomi,746094,Tepat Waktu
JKA00923,Bima,KA930,Cirebon,Kediri,2025-03-10,10:35:00,17:25:00,Bisnis,72241,Tepat Waktu
JKA01835,Bima,KA89,Purwokerto,Kediri,2025-06-21,04:10:00,20:20:00,Bisnis,501902,Tepat Waktu
JKA00961,Bima,KA31,Pasar Senen,Kediri,2024-07-27,14:05:00,23:00:00,Eksekutif,199299,Terlambat
JKA00194,Brantas,KA132,Gambir,Kediri,2025-07-08,15:25:00,15:45:00,Eksekutif,103374,Terlambat
JKA00735,Brantas,UNKNOWN,Purwokerto,Kediri,2024-11-04,04:20:00,03:05:00,Eksekutif,501468,Dibatalkan
JKA02472,Brantas,KA875,Jember,Kediri,2024-12-16,17:55:00,09:40:00,Eksekutif,299646,Terlambat
JKA02504,Brantas,KA193,Yogyakarta,Kediri,2024-03-25,23:00:00,23:20:00,Bisnis,98519,Tepat Waktu
JKA02670,Brantas,KA164,Yogyakarta,Kediri,2025-07-25,08:10:00,06:30:00,Eksekutif,396524,Waiting
JKA02669,Gajayana,KA755,Surabaya Gubeng,Kediri,2024-07-17,02:30:00,22:20:00,Eksekutif,252351,Dibatalkan
JKA00285,Gajayana,KA862,Malang,Kediri,2025-01-04,17:55:00,02:25:00,Eksekutif,299646,Waiting
JKA02249,Gajayana,KA417,Purwokerto,Kediri,2024-04-26,08:30:00,02:45:00,Ekonomi,77440,Waiting
JKA00496,Gajayana,KA823,Yogyakarta,Kediri,2024-01-14,16:55:00,05:15:00,UNKNOWN,70639,Waiting
JKA00785,Gajayana,KA794,Cirebon,Kediri,2025-06-11,15:15:00,17:05:00,Eksekutif,70581,Dibatalkan
JKA02749,Gajayana,KA975,Surabaya Gubeng,Kediri,2024-11-21,05:40:00,11:40:00,Ekonomi,503596,Waiting
JKA01755,Gajayana,KA541,Surabaya Pasarturi,Kediri,2024-06-25,21:55:00,03:20:00,Ekonomi,201484,Waiting
JKA01809,Gaya Baru Malam,KA998,Gambir,Kediri,2025-05-21,00:05:00,11:05:00,Eksekutif,402753,Dibatalkan
JKA01280,Gaya Baru Malam,KA558,Semarang Tawang,Kediri,2024-10-24,04:10:00,15:10:00,Eksekutif,752359,Terlambat
