id_jadwal,nama_kereta,nomor_kereta,stasiun_asal,stasiun_tujuan,tanggal_berangkat,jam_berangkat,jam_tiba,kelas,harga_tiket,status
JKA02217,Joglosemarkerto,KA455,Bandung,Gambir,06-07-2025,20:50,22:45:00,Eksekutif,200199,TERLAMBAT
JKA02959,Mutiara Selatan,KA815,Kediri,Pasar Senen,2024-03-19,01.15,15:50,Ekonomi,498718,-
JKA00813,Bengawan,KA757,Yogyakarta,Pasar Senen,2024-05-03,11:55:00,02.40,Ekonomi,98426,Dibatalkan
JKA02348,Argo Bromo Anggrek,KA88,Jakarta Kota,Bandung,26 Jun 2025,05.50,15:45,EKONOMI,148376,TERLAMBAT
JKA01807,Argo Bromo Anggrek,KA45,Semarang Tawang,Jakarta Kota,2024-02-14,10:05,14:50:00, Eksekutif,101729,tepat waktu
JKA00520,Pasundan,KA555,Bandung,Surabaya Gubeng,2024-08-18,22:25,02.45,Bisnis ,752547,
JKA01203,Sancaka,KA387,Solo Balapan,Bandung,20 Apr 2024,20:40,10.45,eksekutif,252397,Dibatalkan
JKA01130,Malabar,KA659,Gambir,Kediri,29-06-2025,3:10,14.00,Eksekutif,79570,
JKA02518,Taksaka,KA516,Jember,Kediri,30 Jun 2025,01.55,15:05:00,Bisnis,753305,Dibatalkan
JKA02516,BRANTAS,KA515,Surabaya Gubeng,Semarang Tawang,2024-10-12,12:20,23:50,Bisnis,254314,TERLAMBAT
JKA02627,Kaligung,KA331,Yogyakarta,Madiun,16 Apr 2025,23:00:00,16:25,Ekonomi,154617,TERLAMBAT
JKA02164,Turangga,KA359,Gambir,Yogyakarta,24/01/2025,07:35,11:00:00, Eksekutif,399830,-
JKA01416,Kahuripan,KA850,Jember,Madiun,02 Jul 2025,02.00,21:45:00,Bisnis,253207,
JKA01245,,KA181,Jakarta Kota,Purwokerto,27 Dec 2024,19.00,20:00:00,Ekonomi,304122,tepat waktu
JKA00307,Malabar,KA185,Bandung,Pasar Senen,2025-05-21,14:25:00,14:35, Eksekutif,97025,Dibatalkan
JKA00383,Matarmaja,KA122,Gambir,Bandung,30 Dec 2024,05:00,16.50,EKONOMI,297434,Tepat Waktu
JKA01747,Pasundan,KA134,Pasar Senen,Surabaya Gubeng,30/11/2024,0:30,05:30,Bisnis ,748392,Dibatalkan
JKA02006,  Progo  ,KA561,Solo Balapan,Jakarta Kota,12 Mar 2024,19.20,12:50:00,Ekonomi,400735,Dibatalkan
JKA00560,Jayabaya,KA788,Pasar Senen,Solo Balapan,30 Jan 2024,08.25,11.15,eksekutif,50316,Dibatalkan
JKA00828,Taksaka,KA396,Pasar Senen,Semarang Tawang,2025-03-12,08:25,0:30,Ekonomi,Rp248.614,-
JKA02461,Mutiara Selatan,KA554,Kediri,Jember,07-07-2024,00:55,5:25,Eksekutif,Rp49.347,Tepat Waktu
JKA01773,Turangga,,Malang,Cirebon,20 Mar 2024,00:15:00,18:50,Eksekutif,296597,Tepat Waktu
JKA01564,Kaligung,KA221,Cirebon,Bandung,18/05/2024,15:35,20:45,Eksekutif,Rp97.620,N/A
JKA02921,Harina,KA931,Gambir,Cirebon,20/04/2024,19:45,23:20:00,Eksekutif,146365,Dibatalkan
JKA00421,Serayu,KA791,Pasar Senen,Bandung,2025-05-25,14:25,09:10,Ekonomi,750952,-
JKA00181,Argo Parahyangan,KA721,Bandung,Surabaya Pasarturi,13/01/2025,1:50,16:25:00,eksekutif,395760,Tepat Waktu
JKA00563,Kertajaya,KA252,Jakarta Kota,Pasar Senen,2024-10-27,10:15:00,1:15,Bisnis ,195431,Terlambat
JKA02605,Bima,KA684,Semarang Tawang,Purwokerto,04-02-2025,17.45,06:40:00,EKONOMI,199969,Tepat Waktu
JKA00164,Argo Bromo Anggrek,KA485,Cirebon,Purwokerto,07/11/2024,20:50:00,10:25, Eksekutif,152445,TERLAMBAT
JKA00677,Kahuripan,KA247,Pasar Senen,Gambir,2024-08-23,17:35:00,20:45,Eksekutif,497945,Terlambat
JKA02783,Gajayana,KA304,Cirebon,Jakarta Kota,18-10-2024,8:10,16:15,EKONOMI,750489,
JKA02001,Gajayana,KA462,Malang,Jakarta Kota,16 Jun 2024,2:35,13:10,Ekonomi,254801,-
JKA01578,Jayabaya,KA484,Jember,Surabaya Pasarturi,20 Jun 2025,07:25:00,5:35,EKONOMI,748115,-
JKA02567,Lodaya,KA370,Gambir,Cirebon,2024-11-14,05.20,20:55:00,Bisnis,72422,Terlambat
JKA02965,Pasundan,KA159,Yogyakarta,Madiun,2024-07-15,09.25,1:15,eksekutif,196681,Terlambat
JKA01186,Argo Parahyangan,KA537,Madiun,Jember,2024-07-07,3:30,01.05,EKONOMI,397543,Terlambat
JKA01721,Turangga,KA967,Purwokerto,Solo Balapan,17 Feb 2024,15.35,11.45,eksekutif,150359,Dibatalkan
JKA01517,Brantas,KA517,Bandung,Malang,22-02-2025,22.00,01:20:00,Ekonomi,246626,N/A
JKA01959,Joglosemarkerto,KA904,Semarang Tawang,Bandung,01 Feb 2025,1:15,21:50,Bisnis ,395493,Tepat Waktu
JKA02532,Bengawan,KA328,Pasar Senen,Cirebon,02/07/2024,01.30,03:05:00,eksekutif,497638,Tepat Waktu
JKA01446,Kertajaya,KA936,Jember,Solo Balapan,18-05-2025,22.40,15:40,Eksekutif,200401,
JKA01632,Progo,KA715,Yogyakarta,Surabaya Pasarturi,28/04/2025,12.25,14:05,eksekutif,204440,Dibatalkan
JKA01654,Brantas,KA941,Gambir,Surabaya Pasarturi,09/08/2024,11:05:00,00:10:00,EKONOMI,252915,-
JKA00664,Argo Bromo Anggrek,KA398,Yogyakarta,Madiun,05/06/2025,13.00,18:55,eksekutif,498897,-
JKA02030,  Kertajaya  ,KA411,Jakarta Kota,Yogyakarta,19-06-2025,13.25,18:10,Bisnis ,504629,
JKA00755,Sancaka,KA412,Kediri,Surabaya Pasarturi,22/05/2025,08:05,13:25, Eksekutif,149737,tepat waktu
JKA00793,Argo Parahyangan,KA491,Cirebon,Gambir,20 Jan 2024,18:30,02:40:00,Bisnis ,402823,Terlambat
JKA00026,Sancaka,KA802,Gambir,Pasar Senen,15 Nov 2024,12:55,2:45,Eksekutif,204837,TERLAMBAT
JKA00809,  Kertajaya  ,KA344,Madiun,Surabaya Pasarturi,13 Jan 2025,23.30,15:25:00,eksekutif,749395,-
JKA00669,Serayu,KA248,Bandung,Surabaya Pasarturi,14-01-2025,22.05,21.40,Bisnis ,295332,Tepat Waktu
JKA00428,  Harina  ,KA949,Pasar Senen,Surabaya Pasarturi,2025-05-29,22:35:00,13.30,Ekonomi,501977,Tepat Waktu
JKA01738,KALIGUNG,KA756,Solo Balapan,Surabaya Pasarturi,2025-07-07,05:15:00,04:40, Eksekutif,79781,-
JKA00144,Tawang Jaya,KA843,Jember,Kediri,08/08/2025,3:35,5:15,Bisnis,51936,Terlambat
JKA02150,Joglosemarkerto,KA278,Madiun,Purwokerto,11/12/2024,12:10,3:55,Bisnis ,245718,Terlambat
JKA01703,Taksaka,KA345,Bandung,Jember,29/09/2024,22.50,02.55, Eksekutif,296392,Dibatalkan
JKA02817,Joglosemarkerto,KA841,Bandung,Jember,2025-08-10,18:10,21.55, Eksekutif,195600,-
JKA01254,Serayu,KA144,Surabaya Gubeng,Cirebon,10 May 2024,16.40,08:35,EKONOMI,501252,Dibatalkan
JKA01503,Tawang Jaya,KA482,Solo Balapan,Malang,24 Mar 2024,8:20,13.10,Ekonomi,395971,tepat waktu
JKA02897,,,Pasar Senen,Gambir,18/02/2024,23:55,06.00,Bisnis,145798,TERLAMBAT
JKA01586,Jayabaya,KA449,Pasar Senen,Surabaya Pasarturi,14/04/2024,02:40:00,19:55,eksekutif,245146,Dibatalkan
JKA02360,Mutiara Selatan,KA798,Madiun,Bandung,2024-07-08,16:15,16:10:00,Ekonomi,296987,
JKA02274,Turangga,KA378,Surabaya Gubeng,Semarang Tawang,28/07/2024,05:35,04:40:00,eksekutif,303218,TERLAMBAT
JKA00922,Taksaka,KA4,Kediri,Madiun,17 Jul 2025,22:20:00,22:15,Bisnis ,750406,Tepat Waktu
JKA02373,Joglosemarkerto,KA393,Surabaya Pasarturi,Kediri,29-08-2024,15:55,23:45,EKONOMI,95281,Tepat Waktu
JKA02093,Sancaka,KA690,Purwokerto,Surabaya Pasarturi,29 Nov 2024,00.20,02:05,eksekutif,251437,Terlambat
JKA00504,Bima,,Bandung,Gambir,2025-03-30,10.05,06:50,Ekonomi,247772,Dibatalkan
JKA02810,Matarmaja,KA380,Pasar Senen,Purwokerto,22 Mar 2024,15:40,08:35,-,199102,Terlambat
JKA01619,Sancaka,KA763,Kediri,Solo Balapan,21-04-2024,21:20,04.45,EKONOMI,204509,
JKA00363,Taksaka,KA326,Kediri,Cirebon,2025-05-26,22:40,08.05,Bisnis ,297177,NaN
JKA00012,Lodaya,KA661,Cirebon,Surabaya Gubeng,2025-08-15,19:05:00,21.45,Ekonomi,150147,-
JKA02026,Gajayana,KA61,Purwokerto,Jakarta Kota,15/05/2024,19:25,22:40, Eksekutif,501449,TERLAMBAT
JKA00103,Gaya Baru Malam,KA758,Solo Balapan,Yogyakarta,22 Aug 2025,02.45,07:55,Eksekutif,197526,Terlambat
JKA01194,Gaya Baru Malam,KA269,Purwokerto,Gambir,2024-04-22,10.50,14:35, Eksekutif,199306,-
JKA00727,Sancaka,KA333,Pasar Senen,Cirebon,07 Aug 2024,05:05:00,10:50,Bisnis ,198871,Terlambat
JKA01602,Malabar,KA172,Pasar Senen,Jakarta Kota,15 Aug 2025,7:00,18:20,eksekutif,750360,Dibatalkan
JKA01090,Serayu,KA339,Surabaya Gubeng,Cirebon,05/06/2025,09:10:00,12:50,Eksekutif,Rp402.896,-
JKA02150,Joglosemarkerto,KA278,Madiun,Purwokerto,11/12/2024,12:10,3:55,Bisnis ,245718,Terlambat
JKA00659,Kaligung,KA957,Pasar Senen,Kediri,21 May 2025,12.25,06:00,eksekutif,Rp145.060,null
JKA00354,Bima,KA917,Semarang Tawang,Cirebon,10 Aug 2025,12:15:00,02:40:00,Bisnis,396779,-
JKA01323,Jayabaya,KA429,Gambir,Surabaya Gubeng,26/03/2025,20:55:00,02:40:00,Bisnis ,99657,Dibatalkan
JKA00625,Taksaka,KA524,Kediri,Purwokerto,10-02-2024,08.30,14.50,Ekonomi,504917,tepat waktu
JKA00726,Brantas,KA223,Solo Balapan,Gambir,16/07/2025,22:35,20:35,Eksekutif,398523,-
JKA02715,Mutiara Selatan,KA342,Purwokerto,Gambir,05 Aug 2024,12:15:00,21:55,Bisnis,303378,tepat waktu
JKA02019,Kertajaya,KA437,Jember,Bandung,2024-03-26,10:05,18:50,Bisnis ,397431,-
JKA00579,Turangga,,Gambir,Jakarta Kota,2025-03-27,07.45,17:10,EKONOMI,245929,TERLAMBAT
JKA02023,  Jayabaya  ,KA987,Gambir,Semarang Tawang,2024-02-19,17:15,13:50,Ekonomi,54675,Dibatalkan
JKA00264,Gajayana,KA383,Madiun,Solo Balapan,23 Jul 2024,07:05:00,18:35,eksekutif,98541,tepat waktu
JKA02854,,KA438,Purwokerto,Malang,2024-08-22,18.00,07:15,Eksekutif,747624,TERLAMBAT
JKA02761,Malabar,KA667,Malang,Surabaya Pasarturi,06 Dec 2024,03:20:00,05.35,Bisnis ,404756,-
JKA02436,Joglosemarkerto,KA563,Pasar Senen,Jember,2025-03-24,16:30,06.20,Ekonomi,154538,
JKA00412,Bima,KA507,Yogyakarta,Solo Balapan,02 Apr 2025,02:05:00,23:20,Eksekutif,247089,Dibatalkan
JKA02724,Pasundan,KA118,Malang,Purwokerto,20-07-2025,10.35,08:45,Bisnis ,98831,tepat waktu
JKA01432,Gajayana,KA663,Yogyakarta,Malang,28/05/2024,16:10:00,08.10, Eksekutif,78264,Dibatalkan
JKA02258,Progo,KA392,Gambir,Jakarta Kota,23/04/2025,19:30:00,23:05,EKONOMI,198952,Tepat Waktu
JKA01329,Joglosemarkerto,KA351,Purwokerto,Jakarta Kota,09/05/2024,17:25:00,0:20, Eksekutif,195684,Dibatalkan
JKA01274,Lodaya,KA985,Jakarta Kota,Cirebon,04-08-2025,05.10,05:45:00, Eksekutif,199229,
JKA02008,Matarmaja,KA862,Jember,Gambir,06-08-2025,01.55,18.30,eksekutif,49069,Terlambat
JKA02592,Matarmaja,KA307,Surabaya Pasarturi,Surabaya Gubeng,2025-06-18,04:25,05:25:00,Bisnis,79823,Tepat Waktu
JKA02236,  Argo Parahyangan  ,KA919,Malang,Gambir,19 May 2024,11:55,15:30:00, Eksekutif,304224,Tepat Waktu
JKA00881,Argo Parahyangan,KA707,Yogyakarta,Surabaya Pasarturi,05 Aug 2024,06:30,10:55:00,Bisnis,301587,Terlambat
JKA02353,Taksaka,KA593,Semarang Tawang,Jember,17-03-2025,7:25,00:45:00,Ekonomi,148247,Dibatalkan
JKA00123,Kahuripan,KA786,Yogyakarta,Kediri,2025-04-27,00:45,0:20,Eksekutif,51520,TERLAMBAT
JKA00185,Kahuripan,KA771,Yogyakarta,Bandung,17/01/2024,16:40:00,04:45,Bisnis,404827,TERLAMBAT
JKA01878,Argo Parahyangan,KA815,Jember,Surabaya Gubeng,15/06/2025,19:10,12:10:00,Eksekutif,198039,tepat waktu
JKA00805,Harina,KA803,Pasar Senen,Solo Balapan,2025-04-16,12:15:00,04:05:00,Ekonomi,245990,
JKA02705,Kahuripan,KA836,Madiun,Surabaya Pasarturi,13/05/2024,10:00:00,17.40,Bisnis,749059,
JKA01679,Sancaka,KA430,Yogyakarta,Gambir,07/09/2024,02.55,23.30,eksekutif,253117,
JKA01380,Brantas,KA703,Cirebon,Purwokerto,18-06-2024,7:20,11:20:00,NaN,247896,Tepat Waktu
JKA01447,Harina,KA271,Solo Balapan,Jember,2024-01-03,11:25,23:10:00,Bisnis ,401952,TERLAMBAT
JKA01512,Kahuripan,KA469,Surabaya Pasarturi,Kediri,2024-02-24,13:00:00,18:40,eksekutif,203951,-
JKA02778,Argo Parahyangan,,Solo Balapan,Jember,11 Mar 2025,17:30,18:10,Bisnis ,97309,Tepat Waktu
JKA00717,Gajayana,KA335,Yogyakarta,Gambir,22-07-2024,18.15,01.05,Bisnis,300039,Tepat Waktu
JKA01419,Lodaya,KA948,Pasar Senen,Gambir,30 Aug 2024,11:20,15:40,Ekonomi,153717,Dibatalkan
JKA01927,Kahuripan,KA122,Madiun,Yogyakarta,15-05-2024,19:30:00,06:35,EKONOMI,302727,TERLAMBAT
JKA00474,Malabar,KA990,Kediri,Purwokerto,2024-01-13,09.45,08:10:00,eksekutif,,Tepat Waktu
JKA00834,Gajayana,KA81,Semarang Tawang,Jakarta Kota,06-02-2025,16:55:00,06.25,Bisnis ,395037,
JKA00179,Joglosemarkerto,KA596,Yogyakarta,Purwokerto,24-03-2024,4:40,08:55,Bisnis ,70305,null
JKA02934,Taksaka,KA806,Surabaya Gubeng,Gambir,01/05/2025,13:30,19:55:00,eksekutif,79476,tepat waktu
JKA00613,Matarmaja,KA818,Yogyakarta,Semarang Tawang,02 Jan 2025,14:40,1:25,EKONOMI,253850,
JKA00913,Sancaka,KA319,Surabaya Pasarturi,Cirebon,2025-03-05,12.30,00:25, Eksekutif,70716,Dibatalkan
JKA01552,Sancaka,KA736,Kediri,Solo Balapan,05-04-2024,04:10,20:00:00,Bisnis ,97705,tepat waktu
JKA00253,Pasundan,KA945,Bandung,Jakarta Kota,13 May 2024,21:50,3:55,Ekonomi,202650,tepat waktu
JKA00334,SERAYU,KA523,Malang,Jakarta Kota,23/10/2024,00:00:00,08.45, Eksekutif,300757,
JKA00030,Mutiara Selatan,,Surabaya Pasarturi,Surabaya Gubeng,04/01/2025,9:00,08:00,EKONOMI,197068,Tepat Waktu
JKA02805,Sembrani,KA253,Surabaya Pasarturi,Yogyakarta,25-10-2024,03:50,21:30,EKONOMI,96195,
JKA00390,Lodaya,KA102,Surabaya Gubeng,Solo Balapan,2024-04-17,05.40,18:35,EKONOMI,254374,TERLAMBAT
JKA02464,Malabar,KA633,Jember,Surabaya Pasarturi,21/12/2024,22:20,03:00:00,Ekonomi,103991,TERLAMBAT
JKA01045,,KA253,Purwokerto,Malang,04/03/2025,23:50,10:20,Bisnis ,201730,tepat waktu
JKA00732,Turangga,KA889,Pasar Senen,Jakarta Kota,2024-04-05,4:50,23.45,-,46515,-
JKA00521,Gaya Baru Malam,KA543,Jember,Madiun,23 Jun 2024,08:30,21:45,Bisnis ,404196,-
JKA00087,Matarmaja,,Purwokerto,Bandung,08/07/2024,15:25,00:20:00,Bisnis,399374,-
JKA02886,Kaligung,KA867,Jakarta Kota,Yogyakarta,31 Aug 2024,03:30,02:00:00,Bisnis,498388,
JKA02882,Gaya Baru Malam,KA583,Bandung,Cirebon,22-06-2024,18:05,00.10,EKONOMI,153618,
JKA01379,Mutiara Selatan,KA405,Cirebon,Jember,06/07/2025,14:20,08:25,EKONOMI,303324,Tepat Waktu
JKA02883,Bengawan,KA990,Purwokerto,Yogyakarta,2024-02-26,07:55,12:25,Bisnis,98885,
JKA02633,Progo,KA846,Gambir,Kediri,25 Jun 2025,11.15,17:50,Bisnis,198415,-
JKA01797,Brantas,KA82,Madiun,Malang,27 May 2024,17:55:00,22:35,Bisnis ,503626,TERLAMBAT
JKA01472,Turangga,KA273,Jember,Solo Balapan,2025-04-16,16.40,10:00:00,EKONOMI,198732,N/A
JKA02782,Taksaka,KA287,Surabaya Pasarturi,Madiun,06-09-2024,01.20,22.50, Eksekutif,Rp747.295,Dibatalkan
JKA01714,Turangga,KA645,Malang,Semarang Tawang,2025-08-22,18:30,16:10,EKONOMI,295001,
JKA01547,Kahuripan,KA337,Yogyakarta,Surabaya Pasarturi,2024-10-03,09:15,00:45,eksekutif,396576,-
JKA02489,Sancaka,KA216,Jember,Semarang Tawang,23-04-2025,11:55:00,9:20,EKONOMI,Rp103.097,TERLAMBAT
JKA00373,Matarmaja,,Bandung,Jakarta Kota,2024-06-19,09:05:00,03:20,Ekonomi,54595,
JKA02858,Lodaya,KA523,Pasar Senen,Cirebon,01/03/2024,22:30:00,23:05:00,eksekutif,253308,
JKA00337,Turangga,KA621,Gambir,Kediri,14-10-2024,06.05,22:15,eksekutif,245602,-
JKA00280,Joglosemarkerto,KA531,Cirebon,Kediri,20-06-2024,10.50,08.50,Eksekutif,504503,Terlambat
JKA00645,Progo,KA430,Gambir,Cirebon,03-11-2024,3:10,07:15:00,Bisnis,78883,tepat waktu
JKA00265,Tawang Jaya,KA89,Bandung,Jakarta Kota,21 Apr 2025,13.10,7:20, Eksekutif,747784,Terlambat
JKA01760,KAHURIPAN,KA807,Pasar Senen,Madiun,28-04-2024,19:30:00,08:50,Bisnis ,Rp750.873,-
JKA02448,Argo Parahyangan,,Bandung,Madiun,12 Feb 2025,20:35,7:00,Ekonomi,747220,Tepat Waktu
JKA02083,Joglosemarkerto,KA808,Malang,Yogyakarta,25/12/2024,3:50,18.50,eksekutif,397083,Dibatalkan
JKA02268,Sembrani,KA881,Jember,Gambir,2024-03-19,6:00,5:05,Bisnis,750541,Tepat Waktu
JKA01312,Jayabaya,KA330,Yogyakarta,Gambir,2024-03-24,21:10:00,11:45:00,Ekonomi,400468,tepat waktu
JKA01074,Pasundan,KA164,Bandung,Purwokerto,07 Apr 2025,13:30:00,10.00,Bisnis,Rp401.849,TERLAMBAT
jka02839,Kaligung,KA643,Yogyakarta,Gambir,21-02-2025,12:10,13:50:00,eksekutif,103212,TERLAMBAT
JKA00588,Sancaka,KA280,Jember,Surabaya Pasarturi,2025-06-16,15:25,1:50,Bisnis ,199310,Tepat Waktu
JKA02343,Bengawan,KA788,Bandung,Jakarta Kota,2025-04-02,00.05,15:40,Ekonomi,400774,Tepat Waktu
JKA00758,Brantas,KA569,Surabaya Gubeng,Madiun,2025-01-25,11:05,15:05:00,Bisnis ,48720,
JKA00702,Jayabaya,KA167,Malang,Purwokerto,25/02/2025,01.55,07.50,Ekonomi,53114,tepat waktu
JKA00374,TURANGGA,KA999,Cirebon,Jember,29 Sep 2024,15:25:00,10.25,Ekonomi,150918,Tepat Waktu
JKA02232,Matarmaja,KA799,Solo Balapan,Bandung,26/02/2024,07.10,17:55:00,eksekutif,151382,Dibatalkan
JKA01024,Jayabaya,KA633,Surabaya Gubeng,Solo Balapan,02 Jul 2025,03:25:00,17:45,Bisnis ,54548,tepat waktu
JKA02745,Tawang Jaya,KA262,Gambir,Pasar Senen,08-06-2025,23.25,4:55, Eksekutif,250304,-
JKA00320,Bengawan,KA450,Jakarta Kota,Surabaya Gubeng,05/01/2025,23:20:00,16:35,Bisnis,250482,
JKA01739,Brantas,KA867,Jember,Pasar Senen,06-04-2024,15.15,02:25,Eksekutif,,tepat waktu
JKA00031,Progo,KA536,Malang,Bandung,2025-08-13,04.10,02:15,EKONOMI,304933,
jka00442,Tawang Jaya,KA883,Kediri,Gambir,2024-04-23,09.05,10:55:00,Ekonomi,97257,Dibatalkan
JKA00929,,KA601,Madiun,Semarang Tawang,25 Feb 2025,01:55:00,16:45:00,eksekutif,250640,Tepat Waktu
JKA01209,Serayu,KA747,Jember,Yogyakarta,16 Aug 2025,14:00:00,08:10,N/A,146097,tepat waktu
JKA01360,Bengawan,KA994,Malang,Semarang Tawang,06/11/2024,23:20:00,06.55,-,98951,tepat waktu
JKA02691,Argo Parahyangan,KA365,Pasar Senen,Gambir,29/01/2025,07:25:00,11:50:00,EKONOMI,204791,tepat waktu
JKA02387,Malabar,KA679,Malang,Bandung,2025-01-17,07.30,16:55:00,Bisnis,397061,
JKA02012,Progo,KA291,Gambir,Surabaya Pasarturi,2024-09-19,01:50,14:10,Bisnis ,74807,Tepat Waktu
JKA01919,Matarmaja,KA869,Gambir,Jember,19-01-2025,10:05,16:30,EKONOMI,Rp752.577,tepat waktu
JKA02121,Mutiara Selatan,KA731,Surabaya Pasarturi,Yogyakarta,26/01/2025,6:15,20.40,Bisnis ,300613,Terlambat
JKA01897,Sancaka,KA365,Purwokerto,Semarang Tawang,2025-03-20,04:00:00,09.30,Bisnis ,302856,
JKA02683,Argo Parahyangan,KA519,Surabaya Pasarturi,Semarang Tawang,26/01/2024,15.50,21:45:00,EKONOMI,254082,Dibatalkan
JKA01635,Matarmaja,KA55,Surabaya Pasarturi,Madiun,18 Dec 2024,6:55,6:40,Bisnis,200891,tepat waktu
JKA01553,Gaya Baru Malam,KA650,Malang,Bandung,27/02/2024,06.40,06:00,Eksekutif,745710,Terlambat
JKA02563,Mutiara Selatan,KA306,Bandung,Madiun,27-02-2025,02.35,17:30:00,eksekutif,101609,Tepat Waktu
JKA02473,Harina,KA154,Pasar Senen,Bandung,18 Dec 2024,05:30:00,19:45,EKONOMI,51020,TERLAMBAT
JKA01651,Jayabaya,KA478,Gambir,Semarang Tawang,28-02-2024,21:40:00,21.05,EKONOMI,50160,Terlambat
JKA01159,Gajayana,KA366,Yogyakarta,Surabaya Gubeng,15-08-2024,14:50:00,02:35,eksekutif,147032,
JKA00108,Serayu,KA410,Madiun,Solo Balapan,2025-07-10,11:55,03.15,Bisnis,745725,-
JKA01293,Kaligung,KA292,Surabaya Pasarturi,Semarang Tawang,18-04-2025,09:20,01:35:00,EKONOMI,101980,Dibatalkan
JKA02669,Gajayana,KA755,Surabaya Gubeng,Kediri,2024-07-17,02.30,22:20:00,eksekutif,252351,Dibatalkan
JKA01004,Lodaya,KA5,Solo Balapan,Bandung,2024-05-13,05:55,21.05,EKONOMI,204214,Tepat Waktu
JKA02245,Kaligung,KA83,Jakarta Kota,Gambir,2024-05-07,04:35:00,08:35, Eksekutif,198068,Terlambat
JKA01845,BENGAWAN,KA294,Purwokerto,Semarang Tawang,2025-04-25,11.40,07.20,eksekutif,246916,Terlambat
JKA00599,Kahuripan,KA273,Surabaya Gubeng,Malang,30 Jul 2025,00:25,12.10,Eksekutif,503043,-
JKA00602,Malabar,KA644,Surabaya Pasarturi,Yogyakarta,23/08/2025,10:00,01:25:00,Ekonomi,100165,Tepat Waktu
JKA01298,Harina,KA578,Gambir,Pasar Senen,2024-06-01,01:30,15:20,Bisnis,300065,Dibatalkan
JKA02207,Bima,KA899,Malang,Purwokerto,12/03/2025,11:25,15.30,Eksekutif,78497,
JKA01888,Kertajaya,KA52,Jakarta Kota,Pasar Senen,23/08/2025,09:00:00,9:05,Ekonomi,751874,TERLAMBAT
JKA01670,GAYA BARU MALAM,KA776,Jember,Pasar Senen,10/03/2024,16.00,14:15,Eksekutif,151195,TERLAMBAT
JKA02718,Mutiara Selatan,KA916,Semarang Tawang,Jakarta Kota,02-12-2024,05:20,4:35,Eksekutif,75929,Tepat Waktu
jka02038,Joglosemarkerto,KA87,Semarang Tawang,Malang,2025-01-27,20:15:00,14:15,eksekutif,74409,Dibatalkan
JKA02938,Kaligung,KA137,Jember,Surabaya Gubeng,2024-08-08,18:35,13:40:00, Eksekutif,197601,-
JKA02260,Turangga,KA61,Purwokerto,Jakarta Kota,21/01/2025,22:10:00,5:10, Eksekutif,398636,Dibatalkan
JKA00937,Harina,KA251,Pasar Senen,Jakarta Kota,2024-08-31,08:20,18:15,Bisnis,248152,Terlambat
JKA02953,Pasundan,KA291,Jember,Semarang Tawang,31 Jul 2025,10:10:00,11:35, Eksekutif,50674,Dibatalkan
JKA00188,Malabar,KA629,Kediri,Madiun,11/02/2025,21:05,14:55,NULL,153328,TERLAMBAT
JKA02405,Joglosemarkerto,KA522,Surabaya Gubeng,Bandung,20-03-2024,12:20,10:30, Eksekutif,502548,
JKA02300,Brantas,KA912,Jakarta Kota,Bandung,18-07-2025,16:05,01.05,eksekutif,47156,Terlambat
JKA02585,Jayabaya,KA912,Gambir,Yogyakarta,01 Nov 2024,22:05,21:55,NaN,496533,Terlambat
JKA01771,Sembrani,KA789,Madiun,Pasar Senen,01-07-2025,15:35,10:40:00,Bisnis ,248591,tepat waktu
JKA02196,Progo,KA339,Malang,Pasar Senen,11/03/2024,10:50,11:55,Eksekutif,249564,Terlambat
JKA01808,Argo Bromo Anggrek,KA767,Jember,Bandung,2025-03-25,01:30,08:15:00,Ekonomi,752739,TERLAMBAT
JKA00841,Progo,KA808,Semarang Tawang,Jakarta Kota,23 Sep 2024,3:45,08:00:00,Ekonomi,498725,Terlambat
JKA00292,Progo,KA588,Semarang Tawang,Malang,29-05-2025,05.45,11:30,eksekutif,78779,Dibatalkan
JKA00631,Kertajaya,KA287,Yogyakarta,Bandung,07-08-2025,15:05,7:30,Bisnis,404987,Terlambat
JKA01075,Kaligung,KA701,Surabaya Gubeng,Bandung,26 Apr 2024,15:50:00,00:30:00,Bisnis ,298350,Terlambat
JKA00444,Turangga,KA395,Malang,Bandung,14/12/2024,18.40,09:55:00,Bisnis ,103265,Dibatalkan
JKA00013,Gajayana,KA107,Surabaya Pasarturi,Yogyakarta,2024-12-23,07.25,05.35,EKONOMI,495128,-
JKA00965,Bengawan,KA677,Jakarta Kota,Bandung,10/04/2025,12:10,19:30,Bisnis ,199901,Tepat Waktu
JKA02790,Argo Parahyangan,KA568,Jakarta Kota,Madiun,12 Apr 2024,21.55,09:45,Bisnis ,296787,
JKA01775,Gaya Baru Malam,,Gambir,Jakarta Kota,06/04/2025,23:55,19:25:00,EKONOMI,745371,-
JKA01798,Progo,KA103,Cirebon,Bandung,23-02-2024,00:35:00,22:10:00, Eksekutif,751240,Dibatalkan
JKA01348,Jayabaya,KA442,Jember,Gambir,03-02-2024,22:15:00,08.35,EKONOMI,201771,TERLAMBAT
JKA01032,Jayabaya,KA144,Bandung,Surabaya Pasarturi,2024-10-27,19:10,07:25,eksekutif,201479,Dibatalkan
JKA01190,Jayabaya,KA380,Surabaya Gubeng,Jakarta Kota,21 Jan 2024,14.25,17:10,NaN,297988,TERLAMBAT
